source,target,weight
1401048752,2761410968,1
1401244394,954124423,1
1401281562,954124423,1
1401787668,2244082586,1
1403325440,954124423,1
14051381,248829087,1
140685353,3735364760,2
1406921268,302111485,1
1407192332,3244921294,2
1408231404,954124423,1
140831067,954124423,1
140831067,99295348,1
14084147,954124423,1
1408489530,954124423,1
1409489306,1605836610,1
14097350,954124423,1
14101483,954124423,1
1412901271,954124423,1
14135350,41272328,1
14137559,804851761647218688,1
1414004473,954124423,1
1414452644,302111485,1
141562287,954124423,1
1415657671,954124423,1
141641311,757355116785577984,1
1418050602,1142312972,1
1418201310,248829087,1
14200865,954124423,1
1420353888,388355698,1
1420535665,954124423,1
142088047,954124423,1
1420981706,954124423,1
142260298,954124423,1
1423360542,306462816,1
1423486896,305655577,1
1424405210,954124423,1
1424608968,455264233,1
142650122,954124423,1
1426575151,954124423,1
142834820,209176493,1
142968881,388355698,1
143035892,305655577,1
143065084,1530736134,1
143065084,478170193,1
1430799638,838018569732501508,1
1431683617,302111485,1
14319091,556307338,1
14352430,25246881,1
1436756683,248829087,1
143768861,954124423,1
143987725,954124423,1
1440616824,455264233,1
1441743247,954124423,1
1442940914,92460378,1
1445026742,455264233,1
1446040111,119183782,1
1446040111,3074775040,1
1446040111,420542453,1
1447161560,954124423,1
1447605738,954124423,2
1449116216,2159335132,1
1451405154,92460378,1
1451484558,4573876514,1
1451721842,954124423,1
14528941,954124423,1
1453138303,1880640066,1
1453138303,793947232949170180,1
1453138303,862836808945741825,1
1453478720,186733984,1
1455390018,302111485,1
145730953,214544700,1
1458318427,92460378,1
145965070,180113275,1
145965070,487834443,1
1460305141,302111485,1
146035896,954124423,1
14613185,14613185,1
14613185,754669108608831489,1
14616390,1728451099,1
14620090,954124423,1
1462586808,125023898,1
1462586808,4341845536,1
1462586808,725851021688328193,1
1462586808,92460378,4
14637033,4573876514,1
1464861043,107984182,1
1464861043,180113275,2
1464861043,192768731,1
1464861043,200115775,1
1464861043,248829087,1
1464861043,285994737,1
1464861043,482838365,1
1464861043,86665649,1
1464861043,92460378,8
1464861043,98250867,1
1465216297,528723778,1
146608813,954124423,1
146659588,954124423,1
1468218920,849999116591616002,1
146858597,954124423,1
146956665,80808661,1
1471615951,954124423,2
147202461,954124423,1
147228092,22657914,1
147247726,954124423,1
147353331,125023898,1
147528633,1610785728,1
147528633,2252893931,1
147528633,2778396034,2
147528633,3044638385,1
147528633,3074775040,1
147528633,39078389,1
147528633,4060021694,1
147528633,417457529,2
147528633,732780207866839040,1
147528633,744647169987219456,1
147528633,747898810391736322,1
147528633,768630554858258432,1
147528633,775417111296483329,1
147528633,779349334240264192,1
147528633,817323211922833409,2
147528633,850730669076557825,1
147528633,858100815025758208,1
147528633,92460378,1
1475692585,302111485,1
147690767,954124423,1
1477474537,482838365,1
1477474537,92460378,1
1479375962,954124423,1
147982719,954124423,2
148028035,214544700,1
14803530,455264233,1
1480522951,954124423,1
1481767212,556307338,1
14834033,4573876514,1
1485058292,1627708843,1
1485058292,4346145681,1
1485058292,871323570261151744,1
1486535677,248829087,1
1486668450,954124423,1
1487174827,954124423,1
14875642,954124423,1
1488468583,2897665331,1
1488468583,482838365,1
1488495162,714291478101516288,1
1488812203,180113275,1
1488812203,214544700,1
1488812203,2447639406,1
1488812203,248829087,1
1488812203,478170193,1
1488812203,526110917,2
1488812203,723206253296640000,1
1489084344,2876754270,1
1489345364,1889899296,1
149194172,302111485,1
1492727988,326003773,1
1493326255,954124423,2
1493926051,2310505202,2
1493926051,4429531393,1
1493926051,740579243705257984,2
1493926051,756255906,1
1493926051,758732400666947584,1
1493926051,77141982,1
1493926051,841002434889670658,1
1495627645,954124423,1
1495747434,954124423,1
1496588832,455264233,2
1497120968,3227286237,1
149800990,1308586231,1
149800990,3065966866,1
149800990,3343063917,1
149800990,854347655778054145,1
149800990,91099960,1
149826472,37020028,1
1498420508,53979469,1
149868391,3735364760,1
1499149447,1535007216,1
150335160,326003773,1
150335160,98250867,1
1504141922,92460378,1
15071547,840023646458523649,1
1511914777,954124423,1
1512098724,954124423,1
1514478289,19063025,1
1514478289,478170193,1
151807214,954124423,1
15193667,2445809510,1
1519462446,365854454,1
1519601618,66732993,1
151984122,302111485,1
1520460799,214544700,1
1520460799,92460378,3
152054762,954124423,1
1520578284,86665649,1
1520657059,630302721,1
1521634362,487834443,1
1521779352,519149792,1
1521779352,773092873,1
1522123574,214544700,1
1522123574,526110917,3
1522123574,724984265994285056,1
1522123574,725851021688328193,1
1522123574,86665649,2
1522123574,92460378,1
1522365534,210903844,1
1522390052,248829087,1
1522398122,92460378,1
1522467150,3074775040,1
1522543759,1536657750,1
152275110,954124423,1
1522880556,92460378,1
1522896565,326003773,1
1522904762,487834443,1
1522936838,420542453,1
1523026884,833263613276200962,1
1523105190,305655577,1
1523147154,1536657750,1
1523403114,855519745600311298,1
1523542447,1561634388,1
1523542447,3322642872,1
1524787770,4909948916,1
1526240240,954124423,1
15268664,954124423,1
152687079,305655577,1
1527090775,455264233,1
152720466,3329180049,1
152755824,73964776,1
1528072561,954124423,1
1528835406,326003773,1
1528835406,4425662357,1
1528835406,482838365,4
1528835406,843124666931822592,1
1530736134,1137779952,1
1530736134,25937737,1
15314517,954124423,1
1531603904,4573876514,1
1533339648,954124423,1
1534083702,2305000526,1
153495064,302111485,1
1535037000,760497714652151808,1
153518138,954124423,1
1535221165,954124423,1
1536657750,1137779952,1
1536657750,1530736134,4
1536657750,1536657750,1
1536657750,298393087,1
1536657750,733035973114769408,1
1536657750,776868044396191744,1
1536657750,868961488815484928,1
1536657750,877361040312471552,1
1536902654,478170193,1
1536973525,954124423,1
153749732,455264233,1
1537754658,302111485,1
1539095702,954124423,1
1540276908,783303263168913408,1
1540407535,954124423,1
1541746326,2300079561,1
1541746326,3074775040,1
1541965728,954124423,1
1542280320,2167525794,1
1542280320,867126950183051264,1
154238782,92460378,1
1543396879,1728451099,1
154429186,954124423,1
1545592274,2184794776,1
1545845916,210903844,1
1545845916,723206253296640000,1
1545985585,326003773,1
1545985585,346612013,1
1545985585,420542453,1
1545985585,487834443,1
1545985585,92460378,2
1546194366,954124423,1
154624846,954124423,1
1546435116,526110917,1
1546435116,92460378,3
154663998,954124423,1
1546826034,954124423,1
154737004,388355698,1
1547711376,954124423,1
1547724643,1605836610,1
1547724643,92460378,1
1547739618,200115775,1
1548331914,851540338552430592,1
1549066418,2167525794,1
1549066418,804851761647218688,1
1549087147,586163145,1
154922202,954124423,1
15498570,305655577,1
15502233,4909948916,1
1550465708,954124423,1
1551110480,954124423,1
155477800,192768731,1
155477800,248829087,1
155477800,346612013,1
155477800,487834443,1
155477800,92460378,1
1555331312,954124423,1
1556018209,125023898,1
1556018209,420542453,1
1556018209,92460378,2
15563349,954124423,1
15563891,954124423,1
1557455222,838018569732501508,1
1557455222,954124423,1
1558861508,1558861508,1
155910701,574023889,1
15601508,2755430545,1
1560228151,49946953,1
156147230,302111485,1
1563581490,374712154,1
1563581490,954124423,1
1564272986,954124423,1
1564394012,954124423,1
1565008639,302111485,1
156518643,302111485,1
1565753588,550116886,1
1566572072,864572609391763456,1
1566590941,48451918,1
1566816938,954124423,1
1567694065,3244921294,1
1569194448,4764985268,1
1569597343,954124423,1
1571866412,954124423,1
1571972904,855519745600311298,1
157258326,2897665331,1
157258326,478170193,1
157258326,487834443,1
157258326,526110917,1
157463086,954124423,1
1575521048,487834443,1
157634417,49946953,1
157649366,855519745600311298,1
15772453,954124423,1
157735799,2159335132,2
1577641159,487834443,1
157784155,1528010881,1
1580677057,248829087,1
1580677057,487834443,1
1580677057,92460378,1
1580758652,954124423,1
1581128899,455264233,1
1581462644,1475796312,1
158591411,954124423,1
1586830278,519149792,1
1586971670,954124423,1
1587015122,214544700,1
1587848900,2159335132,1
158803720,455264233,1
158830865,954124423,1
1588970821,556307338,1
1589387894,305655577,1
1589387894,954124423,1
159009432,954124423,1
1590459481,125023898,1
1590459481,180113275,1
1590459481,306462816,1
1590459481,420542453,1
1591566259,992310733,1
1591646137,100731315,1
1591646137,1551013614,1
1591646137,1558384231,1
1591646137,1591646137,1
1591646137,18643437,1
1591646137,2791190705,1
1591646137,563373676,1
1591646137,606397906,1
1591646137,707231479047315456,1
1591646137,757286083407282176,1
1591646137,784669159393296386,1
1591646137,87659574,1
159285637,954124423,1
1593759032,4573876514,1
159421615,248829087,1
1594377786,526110917,1
15949854,302111485,1
1595803782,954124423,1
159606927,23047832,1
159609723,2876754270,1
159851039,954124423,1
1599580136,2903638510,1
1599809624,302111485,1
1602790766,455264233,1
160400069,302111485,1
160498150,420542453,1
160498150,526110917,1
1605836610,4469797633,1
1607528220,954124423,1
1607687341,954124423,1
1608460536,302111485,1
160872236,305655577,1
16106524,954124423,1
1610780311,3300575992,1
1610785728,487834443,1
1612381057,248829087,1
1612381057,526110917,2
1612381057,723206253296640000,1
1612381057,92460378,2
1613202594,954124423,1
1613510059,37020028,1
1613929118,1880640066,1
161600597,2170899912,1
1616294354,813914393788481540,1
161685142,816647680805900288,1
16171897,455264233,1
1618325365,3154119393,1
1618946898,865448264388169728,1
161928267,735086172,1
16207323,954124423,1
162101556,302111485,1
1621169875,3244921294,1
1621385202,487834443,1
1621385202,92460378,1
1621402525,4573876514,1
1621411166,420542453,1
162162267,954124423,1
162301746,1191313830,1
1624355546,954124423,1
1625104998,455264233,1
162512345,4573876514,1
162514125,302582566,1
162514125,526110917,1
162575717,192768731,1
162575717,99295348,1
16267655,4858580423,1
16275754,954124423,1
1631684809,302111485,1
1631841212,954124423,2
16335102,954124423,1
163426868,954124423,1
1636647409,863779072803033088,1
1636710595,954124423,2
16373550,954124423,1
163826271,3306484243,1
1638435462,954124423,1
1639281434,3089155533,1
164096852,302111485,1
1641042648,954124423,1
1641619117,869193235918454786,1
164214064,954124423,1
16450389,954124423,1
1645760329,2841998391,1
16461205,705065228028026880,1
16476840,954124423,1
1647839894,954124423,1
1648165171,778289312513359877,1
16481904,706304044650909696,1
1648905578,372179642,1
1648905578,482838365,1
1648905578,934091456981209088,1
165041796,591991415,1
1651758348,954124423,1
165428443,705165834524696577,1
165428443,954124423,1
1655291706,954124423,1
1655334710,455264233,1
1656400596,954124423,1
1656655387,302111485,1
16592046,954124423,1
166067412,1442695026,1
1662858966,2897665331,1
16632562,954124423,1
1664919534,954124423,1
1665499566,4573876514,1
1665795008,526110917,1
1667064745,954124423,1
166933735,99295348,1
1671432889,2167525794,1
1671669630,3047998216,1
1672726728,954124423,1
167426621,3735364760,1
1675712748,954124423,1
1676996594,954124423,1
167796141,92460378,1
1678968522,3089497123,1
1679214355,954124423,1
1681978884,302111485,1
16829397,954124423,1
1683198074,4573876514,1
1683287965,526110917,1
1685460432,954124423,1
1685714281,816599230827626496,1
16857872,954124423,1
1686002125,487834443,1
1686628134,954124423,1
1687914992,3089497123,2
1689634327,3044843579,1
169028838,954124423,2
1690876802,954124423,1
1691236458,954124423,1
1692360356,215584318,1
1692360356,2205302725,1
1692360356,723206253296640000,1
1693204141,302111485,1
1694084166,3034402550,1
169586755,954124423,1
1696233198,1728451099,1
1696302200,954124423,1
1697195528,302111485,1
1700283360,954124423,1
1701051644,302111485,1
17013467,864572609391763456,1
1704331050,92460378,2
170440777,838018569732501508,1
1705187772,954124423,1
1705289491,723206253296640000,2
1705289491,92460378,1
1706876173,970231896,1
17078146,101122971,1
1708881122,954124423,1
17093305,302111485,1
1709675520,827421830,1
17107705,954124423,1
171203334,954124423,1
1712386268,954124423,1
17148456,705663280673591296,1
1715200176,50797952,1
1715220325,180113275,1
1715220325,526110917,1
1715220325,723206253296640000,1
1716664644,3044843579,1
1716958418,302111485,1
1717446798,302111485,1
17187080,24202654,1
172069799,954124423,1
1723240146,4341845536,2
1723240146,4920894004,1
1723240146,843124666931822592,1
1723240146,92460378,1
172373894,35270579,1
1723810262,92460378,1
1723853089,954124423,1
172426599,954124423,2
1726306548,954124423,1
1726761056,302111485,1
17274898,954124423,1
1731656120,1596029779,1
1731656120,224609329,1
1735682882,954124423,1
1736108306,954124423,1
17367879,455264233,1
173816046,954124423,1
17382639,101395252,1
174244503,773908134414979072,1
174258344,2735655330,1
174803356,302111485,1
17494767,954124423,1
174950408,804851761647218688,1
175032813,954124423,1
175243720,3160381099,1
17537467,2159335132,1
175850071,3885160459,1
176081285,838018569732501508,1
176087555,2894398433,1
1762098631,4573876514,1
176306447,954124423,1
17644373,954124423,1
176678019,954124423,1
17686264,954124423,1
177055177,302111485,1
177092966,954124423,1
17713693,4573876514,1
177154495,954124423,1
177352139,718333765202878468,1
177352139,86665649,1
177522318,119183782,1
177522318,487834443,1
17754799,2445809510,1
1777182511,954124423,1
17819386,954124423,1
179130623,2251891789,1
179130623,273468342,1
17915515,455264233,1
179368781,302111485,1
17957274,954124423,1
179654963,2752052868,1
179903571,107984182,1
179903571,326003773,1
179903571,372179642,1
180091976,192768731,1
180091976,326003773,1
180091976,92460378,1
180111748,455264233,1
180113275,1670366851,1
180113275,3125285702,1
180113275,3194682425,1
180113275,380945274,1
180113275,397971860,1
180113275,78411332,1
180113275,789303458545270784,1
180131554,1137779952,2
180131554,210903844,1
180131554,2205302725,1
180131554,311118058,1
180131554,326003773,1
180131554,526110917,2
180131554,724984265994285056,2
180131554,970231896,1
18020666,954124423,1
18035760,954124423,1
180362144,478170193,1
180398404,954124423,1
180542862,954124423,1
18066027,954124423,1
180984922,455264233,1
180984922,954124423,3
1812179905,954124423,1
18146110,954124423,1
18153293,302111485,1
181762347,92460378,1
182366037,954124423,1
1827734442,302111485,1
1827734442,92460378,1
182878105,2167525794,1
18296251,954124423,1
182981546,420542453,2
182981546,487834443,1
18324068,954124423,2
183411039,954124423,1
183457466,2841998391,1
18365494,954124423,1
1839504895,954124423,1
184015321,306462816,1
18412711,954124423,3
1842448256,1728451099,1
184460759,455264233,1
184465244,526110917,1
184465244,92460378,1
18479878,954124423,1
184820849,119183782,1
184820849,248829087,2
18492571,954124423,1
184963700,214544700,1
1849922660,954124423,1
185034929,954124423,1
1852708280,4341845536,1
1854120540,954124423,2
1855107150,147528633,1
18553881,954124423,1
1855907474,954124423,1
185620139,954124423,1
185638609,954124423,1
185664815,22657914,1
1859382319,838018569732501508,1
185998000,2897665331,1
185998000,487834443,1
185998000,526110917,1
185998000,92460378,1
18602626,954124423,1
1860439752,302111485,1
186312186,3200060140,1
1863145748,3527074152,1
1863145748,812083562312675328,1
1864102783,958020944,1
1864414046,1071964740,1
186475809,305655577,1
1865237108,3244921294,1
1868480474,147528633,1
186884232,302111485,1
18726975,954124423,1
187278944,4901897973,1
1873548374,629715036,1
1873548374,708041826058559489,1
18785821,954124423,1
1882225081,2894398433,1
1884074250,92460378,1
1885772240,455264233,1
18863455,954124423,1
188681444,2159335132,1
1888267922,19292816,1
188885242,180113275,1
1889899296,1889899296,1
1889970884,1943138839,1
18900675,954124423,1
1890374100,1493926051,1
189331159,954124423,1
1893836046,827730392530685952,1
1896666523,870430673731014656,1
1897059398,304812605,1
189787848,760497714652151808,1
18983869,340053578,1
1900627662,3735364760,1
190093478,302111485,1
1904362783,954124423,1
1904893302,180113275,1
1905026599,954124423,1
19059966,954124423,1
1907943324,954124423,1
1909073906,3244921294,1
1909462112,822868557394542592,1
1909890530,954124423,2
19104802,22657914,1
19104802,954124423,1
1910979834,954124423,1
19110762,954124423,1
191156581,4909948916,1
1912866337,954124423,1
19141379,3709329729,1
19141379,954124423,1
191638016,954124423,1
1918564368,954124423,1
1918763520,374712154,1
1920009528,954124423,1
192010693,3047998216,1
19213219,954124423,1
1921502575,4573876514,1
1921745586,482838365,1
1924702003,954124423,1
192477899,2761410968,1
192498224,3306484243,1
192510752,954124423,1
19264136,954124423,1
192768731,1886151584,1
192768731,39078389,1
192768731,761220634349277184,1
1928400132,954124423,1
19288813,954124423,1
1929718794,2755430545,1
1929825636,954124423,1
19304431,954124423,1
1931257160,954124423,1
193158134,828406015259443202,1
19329804,99295348,1
193357080,738153522277945344,1
1935342703,954124423,1
1935871722,954124423,1
19359977,3244921294,1
193603587,3735364760,1
1936536769,954124423,1
1936659020,954124423,1
19380916,455264233,1
19380916,954124423,2
1938150769,1938150769,2
1938150769,4779809419,1
1938150769,775696688489099264,1
1938150769,813877713509425153,1
1939110636,954124423,1
19394143,302111485,1
1941647923,3089497123,1
1942570267,954124423,1
1942570802,954124423,1
1943590518,3089155533,1
19438573,954124423,1
19477874,954124423,1
19491766,455264233,1
194932267,2300079561,1
194932267,519149792,1
19520823,954124423,1
1952390269,2998771683,1
1952636125,129235890,1
19529794,455264233,1
19533349,954124423,1
1955037554,954124423,1
19552528,954124423,1
