source,target,weight
2579934570,487834443,1
2579934570,92460378,1
2583066531,954124423,1
2584693238,954124423,2
2584797956,3244921294,1
2586442279,302111485,1
2590902698,98250867,1
259119456,954124423,1
2593382848,487834443,1
25948917,954124423,2
2596178403,311118058,1
2596413645,591505507,1
259652214,305655577,1
2596684795,305655577,1
2597036515,954124423,1
2597206393,869193235918454786,1
2597585700,455264233,1
259796910,3244921294,2
259816611,954124423,1
259843833,2445809510,1
2599477584,302111485,1
259954471,954124423,1
259991585,302111485,1
26000371,15669672,1
2600390852,866395623158939657,1
260288666,865448264388169728,1
2604005624,954124423,1
260435250,302111485,1
2604415056,574023889,1
260515479,954124423,1
2605915581,4764985268,1
2607318854,2755430545,1
2608842540,4573876514,1
260887591,954124423,1
261037711,954124423,1
2610485251,455264233,1
2610615528,23074563,1
2610615528,586163145,1
2611087060,954124423,1
2611444689,326003773,1
2612009235,332646808,1
2612645826,954124423,1
261331780,954124423,1
2614634084,954124423,1
26146368,954124423,1
2615621107,954124423,1
2615717640,420542453,1
2615717640,487834443,1
2615717640,92460378,1
2616040687,248829087,1
2616942777,248829087,1
2617214429,954124423,1
2617242450,3306484243,1
261749735,2596413645,1
26186454,954124423,1
261942120,302111485,1
2624720326,1605836610,1
2624720326,482838365,1
2624720326,526110917,1
2624720326,92460378,1
2626921411,92460378,1
262715330,455264233,1
2632899555,302111485,1
263325209,954124423,1
263484216,2845849081,1
2635849529,248829087,1
2635849529,326003773,1
2635849529,420542453,1
2635849529,478170193,1
263616243,92460378,1
2637146391,1880640066,1
2637433654,92460378,1
2637537674,273648929,1
2645608370,260708432,1
2646283473,2301909446,1
2646737630,4573876514,1
264734556,526110917,1
2647381208,2752052868,1
264933553,954124423,1
2650220232,455264233,1
2650700157,372179642,1
2652188244,302111485,1
265298637,115681686,1
2653220806,4764985268,1
2654717361,302111485,1
26550449,954124423,1
2656977731,954124423,1
2658565185,4425662357,1
2659407258,302111485,1
265944968,265944968,1
265944968,827046627437379584,12
266077522,361329018,1
2661838119,248829087,1
2661838119,526110917,1
266222526,2166411026,1
2665548389,556307338,1
2666531191,802315319385686016,1
26686224,2903262682,1
266983729,865448264388169728,1
2670175224,92460378,1
267043024,318311660,1
2670461822,865448264388169728,1
267066626,482838365,1
2672595537,3244921294,2
2672595537,3300575992,1
2672595537,3302455838,1
2672595537,618011830,1
2672595537,919273451743076353,1
267267854,954124423,1
2673833006,92460378,1
2674037713,759297396438425600,1
2674037713,92460378,1
267438232,302111485,1
2678343973,2761410968,1
2678483238,92460378,1
2679642843,3089497123,1
268083806,954124423,1
2683092252,734755116780249089,1
2683604904,2841998391,1
2683958487,954124423,1
2684219417,1728451099,1
2685124237,497585578,1
2686107914,954124423,2
26871978,954124423,1
26883100,954124423,1
2689007867,813914393788481540,1
26900055,2596413645,1
2690485722,842335606705274880,1
2690717251,954124423,1
2691301089,954124423,1
2694426625,15669672,1
269446199,4341845536,1
269446199,98250867,1
269494665,305655577,1
269505329,954124423,1
26951492,954124423,1
269532155,4573876514,1
26954615,455264233,1
269679756,557852579,1
269798459,273648929,1
2698286091,954124423,1
2698867105,302111485,1
2699373416,954124423,1
2699771969,790099592985583617,1
27037497,37020028,1
270396457,488018270,1
270439952,528723778,1
2705121946,723206253296640000,1
270530719,954124423,1
27068408,129235890,1
2707536270,2761410968,1
2707571696,954124423,1
2708409636,954124423,1
270849968,1728451099,1
2709419202,302111485,1
2709437281,954124423,1
27114006,954124423,1
2711486327,180113275,1
27123283,954124423,1
2712571328,954124423,1
271402384,305655577,1
27151820,2445809510,1
2715307940,3709329729,1
271553725,302111485,1
271553725,92460378,1
2716009550,954124423,1
2716100047,4858580423,1
2716941601,954124423,1
2717744323,954124423,1
2718102598,455264233,1
2718102598,954124423,1
2718184811,954124423,1
2718463848,98250867,1
2719676142,954124423,1
2720241453,526110917,1
2720246381,207398891,1
2720246381,214544700,1
2720246381,487834443,1
272076747,954124423,1
2720968413,92460378,2
272110029,954124423,1
272118514,2894398433,2
2721886694,954124423,1
2722212853,349687389,1
2722337933,326003773,1
2722337933,482838365,1
2722406563,3047998216,2
2722744092,954124423,1
272383381,865448264388169728,1
2724340249,1016220361,1
2725129743,618011830,1
2725704808,954124423,2
2726549683,2897665331,1
2726549683,478170193,1
2726549683,482838365,1
2726549683,526110917,1
2726784803,302111485,1
272703415,302111485,1
27281343,302111485,1
2728302796,954124423,1
272838349,137600644,1
2730353576,4573876514,1
2731081671,4573876514,1
273114962,954124423,1
2731152674,248829087,2
2731152674,420542453,1
2731255583,302111485,1
2731914592,954124423,1
2732784567,954124423,1
2734291692,104924567,1
2734291692,2761410968,1
273456262,455264233,1
2735117942,3709329729,1
2735383877,2337906319,1
2735461947,180113275,1
2735461947,219259246,1
2735461947,248829087,1
2735461947,487834443,1
2735461947,763730245061140480,1
2735461947,92460378,1
2735491912,92460378,1
27359464,2159335132,1
273616789,2897665331,1
273619888,1728451099,1
2736241034,954124423,1
273648929,13870942,1
273648929,1670366851,1
273648929,18244358,1
273648929,2233154425,1
273648929,2323229425,1
273648929,24518690,1
273648929,25049056,1
273648929,2832279488,1
273648929,2844827106,1
273648929,2935423809,1
273648929,31127446,1
273648929,34898084,1
273648929,6754922,1
273648929,734270997176680448,1
273648929,740229616636432384,1
273648929,752389302915510276,1
273648929,768071021685604353,1
273648929,772412234727391233,1
273648929,784765142349258752,1
273648929,817363939478695936,1
273648929,824637734295928832,1
273648929,862722844232437760,1
273648929,878550046098239488,1
273648929,927576336,1
2738119976,954124423,1
27385174,954124423,1
2739551049,1530736134,1
2741997089,374712154,1
27426002,305655577,1
2743312755,2752052868,1
2743729803,305655577,1
2744159632,954124423,1
274487531,455264233,1
2745331075,954124423,1
2745600010,954124423,1
2745736743,482838365,1
2748054977,2205302725,1
2748388405,954124423,1
2749056779,954124423,1
2749216600,954124423,1
2749460056,954124423,1
2750009240,865448264388169728,1
2751089085,92460378,1
2751254297,954124423,2
2751577213,519149792,1
275193945,302111485,1
275201260,305655577,1
275201260,954124423,2
2752192451,3154119393,1
275232222,3244921294,1
2752588498,954124423,1
2754318139,954124423,2
275681225,99295348,1
275832196,16106584,1
275832196,2870078111,1
275832196,829715112890159104,1
2758337778,455264233,1
2758750863,954124423,1
2758778138,954124423,1
27592293,954124423,1
2759402445,954124423,1
2759670501,92460378,1
2760261404,18856867,1
2760261404,25073877,1
2760261404,711649894402928640,2
2761410968,841496885525401601,1
2761746418,954124423,1
2761873489,92460378,1
276190903,2167525794,1
2764056278,559537584,1
2764123399,822868557394542592,1
2764357665,954124423,2
2765536356,2159335132,1
2765536356,3244921294,1
27657332,73834352,1
2765968319,305655577,1
2766720994,954124423,1
2767187376,954124423,1
2767302777,4901897973,1
2767378727,954124423,1
2768900620,92460378,1
276944655,778289312513359877,1
2769536673,2236703862,4
2769922236,2782120142,1
2770153684,954124423,1
2770558919,526110917,1
2770574834,395461418,1
2771555113,954124423,1
2771728137,954124423,1
27719458,954124423,2
2772475541,526110917,1
2772475541,92460378,1
277303238,954124423,1
27730585,331376866,1
2775390047,455264233,1
2776453659,954124423,1
2776902234,954124423,1
2777057836,4573876514,2
277738367,954124423,3
2777728220,1530736134,1
2777728220,92460378,3
2778340662,273648929,1
2778516886,2841998391,2
2778568222,311118058,1
2778568222,420542453,1
2778568222,482838365,1
2778568222,86665649,1
2778568222,98250867,1
2778801901,455264233,1
2778859606,577483196,1
2779814471,723206253296640000,1
2779911557,302111485,1
2780201102,897619242,1
278051045,92460378,1
2780931235,954124423,1
278159454,954124423,1
2782504623,4573876514,1
2782638680,954124423,1
278302338,954124423,1
2783958585,954124423,1
278419563,862836808945741825,1
2786896658,2337906319,1
2787546146,4573876514,2
2787556685,618011830,1
2789041077,180113275,1
2789041077,420542453,1
2789041077,760324968928321536,1
2789041077,92460378,1
278965226,1728451099,1
2790442199,2159335132,1
2791144287,210903844,1
2791219765,4573876514,1
279217061,3577941083,1
2792513884,4573876514,1
2793210591,954124423,1
2794617206,273648929,1
2794918633,954124423,2
2795340752,855519745600311298,2
279591787,2159335132,1
2796510985,248829087,1
279688488,954124423,1
2797159519,4573876514,3
2797995673,3735364760,1
2798022131,872994352875925504,1
2798730931,954124423,1
2799789297,954124423,1
2800115578,574023889,1
2800513388,526110917,1
2801484491,420542453,1
2801484491,92460378,2
2801655208,2159335132,1
2801655208,49946953,1
2801807057,528723778,1
2801874380,3300575992,1
2802845137,954124423,2
2803688084,1728451099,1
28037002,954124423,1
2803758834,1605836610,1
2803758834,2244082586,1
2803758834,2897665331,1
2803758834,4425662357,1
2804542521,3706393643,1
2806093588,306462816,1
2806474413,954124423,1
2808812235,49946953,2
2808834642,618011830,1
2809118865,455264233,1
2809118865,4633251613,1
2809118865,954124423,1
2809410950,92460378,1
28097349,954124423,1
28098271,954124423,1
2810141327,455264233,1
2810503655,519149792,2
2810816679,866955690279149568,1
2811770753,4901897973,1
2812106649,49946953,1
281290352,954124423,1
2813428388,305655577,1
2813752007,4573876514,1
2814180473,954124423,1
281519746,954124423,1
281576249,954124423,1
2816693870,3089497123,2
2816771177,3244921294,1
2818659153,2263105532,1
2819227227,254174364,1
28195259,954124423,1
281984523,215584318,1
2820657688,4573876514,1
2821153130,4573876514,2
282118876,954124423,1
282233469,954124423,1
2822619188,954124423,1
2823317613,1605836610,1
282349173,954124423,1
2825013749,954124423,1
2825036970,954124423,1
2825859338,248829087,1
2825859338,478170193,1
2825859338,92460378,3
282620335,19899606,1
2826531256,273648929,1
2826531256,3244921294,1
2826531256,49946953,1
2826531256,586163145,1
2827065961,3154119393,1
2827065961,954124423,1
2827604185,954124423,1
282778473,1728451099,2
28279013,954124423,1
2827955079,302111485,1
2828169909,3074775040,1
282915121,954124423,1
2829186687,92460378,1
282971552,302111485,1
2830723844,302111485,1
2831956120,4573876514,1
28327685,455264233,1
2836353328,1583865109,1
2836353328,954124423,1
283641503,132774626,1
2837118945,4573876514,1
283730374,954124423,1
2840106841,302111485,1
2841998391,2866207078,1
2841998391,2917324007,1
2841998391,776997269178454018,1
2841998391,868601652223377408,1
2841998391,934922696,2
2842140225,92460378,1
2842144577,125023898,1
2842144577,200115775,1
2842144577,2244082586,1
2842144577,306462816,2
2842144577,98250867,1
2844420651,954124423,1
2845186269,825374145408094211,1
2847847026,273648929,1
2848666053,954124423,2
2848767939,248829087,2
2848767939,2777728220,1
2848767939,2778396034,1
2848767939,3054088452,1
2848767939,760497714652151808,1
2848767939,92460378,1
2848775708,4573876514,1
284899083,302111485,1
2849376620,210903844,1
2849376620,478170193,1
2850100868,215584318,1
2850443278,114452171,1
2850443278,214544700,1
2850443278,92460378,1
2851378867,302111485,1
2851397247,717864675283767296,1
2851625980,804851761647218688,1
285214565,954124423,1
2852190889,92460378,1
285234470,305655577,1
2853443310,296985227,1
2853795500,954124423,1
285477935,302111485,1
2855241614,302111485,1
2855789758,302111485,1
2857074781,326003773,1
2857499957,302111485,1
2857575905,108524355,1
2859702526,954124423,1
2860528731,2301909446,1
2860934675,455264233,1
2861307532,1530736134,1
2862557289,2157625687,1
2863429169,828406015259443202,1
286349282,954124423,1
286372046,1133701598,1
2864105789,455264233,4
286427926,954124423,1
2864448194,3302455838,1
2866075717,954124423,1
2866296931,497585578,1
2867564715,302111485,1
286812557,954124423,1
2868204946,201669414,1
2868243676,954124423,1
2868496942,1493926051,1
2868857680,869193235918454786,1
2869581248,954124423,1
2870147256,954124423,1
2870777649,868869677950357504,1
287178748,577483196,1
287178748,760497714652151808,1
2872152597,3016732923,1
2872195728,113987669,1
2872195728,1542805482,1
2872195728,156912564,2
2872195728,226850413,1
2872195728,2387000779,1
2872195728,2966118263,1
2872195728,3005762823,1
2872195728,3295871251,1
2872195728,3297022953,1
2872195728,3356517545,1
2872195728,3472067174,1
2872195728,4112279381,1
2872195728,4174485917,1
2872195728,4363198276,1
2872195728,473864520,2
2872195728,4853299955,1
2872195728,63079147,1
2872195728,708041826058559489,1
2872195728,755480367147220992,1
2872195728,755912525057785857,1
2872195728,774305380990128129,1
2872195728,786864752953790464,1
2872195728,805308596,2
2872195728,810971359203459072,1
2872195728,831783811713204224,1
2872195728,833342947844317184,1
2872195728,834161203857485824,1
2872195728,837380632405753861,1
2872195728,843877407434178560,1
2872195728,844081278,3
2872195728,846807264438751236,1
2872195728,856797965272350720,1
2872387038,954124423,1
287278342,2159335132,1
287278342,273648929,1
287278342,3244921294,1
287278342,586163145,2
2873067543,813914393788481540,1
2873067543,822868557394542592,1
2873258813,954124423,1
287377410,4573876514,1
2873806249,22657914,1
2874042262,92460378,1
2874267124,2159335132,1
2874672662,3294058472,1
2875680563,3090843159,1
2875926089,2984077096,1
2875926089,3244921294,3
2876290544,954124423,1
2877667968,92460378,1
2877712525,305655577,1
2878081862,326003773,1
2879420413,869193235918454786,1
2880048299,4573876514,1
288027087,93399809,1
2881583811,954124423,1
28817025,954124423,1
2882972224,4858580423,1
2882972224,954124423,1
288319053,92460378,1
2883695266,954124423,1
2884079135,954124423,1
2884485729,3244921294,1
2884485729,586163145,1
2884603973,954124423,1
2886446944,125023898,1
2886446944,180113275,1
2886446944,487834443,1
2886452619,302111485,1
28873000,1530736134,1
28873000,180113275,1
28875506,214544700,1
2887593005,954124423,2
2888343627,954124423,1
288854744,954124423,2
2888841418,954124423,1
2889607299,4573876514,1
2889867227,487834443,1
2889938700,487834443,1
2889938700,92460378,1
2889990600,954124423,1
289031581,954124423,2
2890424216,954124423,1
2890789325,954124423,1
289096902,302111485,1
2891105409,3244921294,1
2891306987,302111485,1
2891391193,248829087,3
28916764,302111485,1
2891994706,455264233,2
2891994706,954124423,2
289221495,4363198276,1
2892418731,869193235918454786,1
289253094,954124423,1
2892677247,2159335132,1
2892677247,269679756,1
2892677247,273648929,1
2892677247,586163145,1
289353422,954124423,1
2893677467,726464337510981633,1
2893713574,302111485,1
2894398433,1027404487,1
2894398433,209622562,1
2894398433,2813736338,1
2894398433,403647191,1
2894398433,4875890859,1
2894398433,500713106,1
2894398433,51803206,1
2894398433,521750725,1
2894398433,583543380,1
2894398433,703136774,1
2894398433,705165834524696577,1
2894398433,776068832985096192,1
2894398433,799242994545205248,2
2894398433,842748017572683776,1
2894398433,96336762,1
2894555758,4573876514,1
28948013,954124423,1
2896439073,954124423,1
2896925504,302111485,1
289754221,954124423,1
2897665331,1478394204,1
2897665331,285994737,1
2897665331,823516964,1
2898341650,125023898,1
2898341650,180113275,1
2898341650,2300079561,1
2898341650,248829087,1
2898341650,2927819278,1
2898341650,420629175,1
2898341650,92460378,1
289853015,2300079561,1
289853015,86665649,2
2900212270,954124423,1
29010023,954124423,1
2901186159,954124423,1
2902279229,92460378,1
2902773305,92460378,1
290288026,302111485,1
2902989112,248829087,1
290324812,954124423,1
2903317761,4573876514,1
2908236484,46705002,1
2908537559,3244921294,1
2908577420,302111485,1
29092741,3709329729,1
29108589,954124423,1
2911751052,2841998391,1
2911984689,954124423,1
291286514,840023646458523649,1
291286514,870998486375960578,1
2913020230,92460378,2
2914245819,2205302725,1
291512816,487834443,1
2915698086,954124423,1
291627516,712036384962420737,1
291663125,954124423,1
2916969468,302111485,1
291703920,2841998391,1
2917994763,201669414,1
2918109635,92460378,1
2918332581,482838365,1
291874773,455264233,1
2918864866,2159335132,1
2918864866,273648929,1
2918864866,3244921294,6
2918864866,3300575992,1
2918864866,4346145681,1
2918864866,4858580423,2
2918864866,586163145,2
2919549772,92460378,1
2920257085,954124423,1
29203605,455264233,1
2920891702,302111485,1
2921076394,526110917,1
2921076394,723206253296640000,1
2921082472,2897665331,1
2922194345,326003773,1
2922368368,92460378,1
2922747557,482838365,1
292390384,92460378,1
292390505,3244921294,1
2924789003,2166411026,1
2925753095,257332880,1
2926464862,305655577,1
2927021587,346612013,1
2927021587,92460378,2
2927236667,2159335132,1
2927236667,3227286237,1
2927236667,49946953,1
2927276992,954124423,1
292754731,302111485,1
2927813462,954124423,1
2927819278,2897665331,2
2927819278,419658583,1
2927819278,92460378,1
292786702,2300079561,1
2928675806,273648929,1
2928675806,2755430545,1
2928935369,92460378,1
292904253,954124423,1
2929466894,3306484243,1
2929714709,326003773,1
293047496,487834443,1
2930976129,556581509,1
293102764,4573876514,1
2931202575,954124423,1
293167919,954124423,1
2931945827,783303263168913408,1
2932627774,758747510177304576,1
293275271,954124423,1
2934094327,98250867,1
2935605885,954124423,1
2936365717,306462816,1
2936365717,419658583,1
2936365717,92460378,1
2937150214,954124423,1
2937675123,4573876514,1
29380505,954124423,1
29395758,455264233,1
2939673834,2998771683,1
2940040594,954124423,1
2940841169,3306484243,1
2940856443,2205302725,1
2940948208,707968258054496257,1
2941410280,869193235918454786,1
2941700427,2915187060,1
2941802980,57734851,1
2942415142,92460378,1
2942591855,455264233,1
2944488898,763730245061140480,1
294561914,958020944,1
2945720283,2845849081,1
2945820771,954124423,2
2946167092,3298302672,1
2948452616,487834443,1
2948803697,487834443,1
2949034005,86665649,1
2949050019,760497714652151808,1
294941104,3735364760,3
294965479,954124423,1
2950443634,4573876514,2
2951669085,556307338,1
2951889245,865448264388169728,1
29519474,954124423,1
295195137,954124423,1
2952066286,420542453,1
2952066286,487834443,2
2952066286,526110917,3
2952066286,92460378,2
2952557518,954124423,1
2952943367,2213766360,1
2952943367,92460378,1
2954362544,954124423,1
29547555,954124423,1
2955004893,92460378,1
2955106035,958020944,1
29552114,302111485,1
2955435258,302111485,1
295558154,455264233,1
29558389,954124423,1
295694019,2845849081,1
2956981377,954124423,1
295708906,2894398433,1
2958422885,482838365,1
2958765265,954124423,1
2958967502,3306484243,1
2959127015,210903844,1
2959127015,2244082586,1
2959127015,482838365,1
2959127015,86665649,1
2959127015,92460378,3
2959143524,526110917,1
2959293520,2205302725,1
2959431927,869193235918454786,1
295944377,92460378,1
2960532245,869193235918454786,1
2962172531,869193235918454786,1
2962441731,239865886,1
2962638800,716845561647931392,1
296367001,954124423,1
2964093369,773908134414979072,1
29647462,954124423,1
296584207,2761410968,1
296584207,804851761647218688,1
2967680506,4764985268,1
2968341539,2166411026,1
296867794,2746979823,1
296894083,331487598,1
2969152191,214544700,1
2969152191,760497714652151808,1
2969469335,455264233,1
2970650992,341239693,1
2972588829,3577941083,1
2972874441,2445809510,1
297445838,2167525794,1
2974697536,1493926051,1
2974698940,302111485,1
29748026,954124423,1
2974805145,49946953,1
2975468251,954124423,1
2976738851,49946953,1
2977474367,954124423,1
2978434365,4573876514,1
29784999,954124423,1
29785176,954124423,1
297893809,455264233,1
297956159,420542453,1
2979665373,83171810,1
2980011777,3244921294,1
2980087865,92460378,1
2980234301,954124423,1
298165802,214544700,1
298165802,2300079561,1
298165802,248829087,1
298165802,311118058,1
2981722035,44204171,1
2981782113,954124423,1
2982675731,844581988719886337,1
2983714610,4764985268,1
298393087,3074775040,1
2984341312,273648929,1
2984472814,3090843159,1
2984478304,1535007216,1
2984478304,760497714652151808,1
2984478304,92460378,1
2984619923,92460378,1
2984807162,455264233,1
2984807162,954124423,1
2984999870,2167525794,1
2984999870,813914393788481540,1
298629655,954124423,1
29867322,302111485,1
298717944,331472966,1
298717944,331487598,1
298742411,954124423,1
2988319758,954124423,1
2988388635,813914393788481540,1
2988388635,954124423,1
298869166,2761410968,1
298869166,455264233,1
298869166,4573876514,1
2988882330,302111485,1
2990635313,482838365,1
2990694105,954124423,1
299081304,954124423,1
2991457966,718030016043466753,1
2991859271,482838365,1
2992675298,3101985905,1
2993628072,954124423,1
2993723821,455264233,1
2994113630,3709329729,1
2994572585,954124423,1
2994753294,954124423,1
2995939670,700685370208309248,1
2996204509,954124423,1
2996329019,108450607,1
299665036,954124423,1
2997546808,18643437,1
2997546808,2419518318,1
2997546808,2472399354,1
2997593358,954124423,1
2997940560,954124423,1
2998426943,92460378,1
3000633528,302111485,1
300241899,526110917,1
300254302,954124423,1
3003134458,954124423,1
3003766284,31579226,1
3003941690,4909948916,1
3003952365,2927236667,1
3003952365,3302455838,1
3006597155,954124423,1
300669903,804851761647218688,1
30067563,3244921294,1
300846851,954124423,1
3009871927,954124423,1
301003363,487834443,1
3010179195,2752052868,1
3010527771,478170193,1
3011572493,954124423,1
3011723023,954124423,1
3012500793,954124423,1
301291993,455264233,1
3013136483,869193235918454786,1
301416337,954124423,1
3014620979,478170193,1
3014795441,954124423,1
301528453,215501467,1
301528453,954124423,1
3016329221,519149792,1
3017783978,954124423,1
3017801497,954124423,1
3020891608,954124423,1
302139927,302111485,1
3021747652,4573876514,1
3022239459,215584318,1
3023206841,3028813864,1
3023206841,3028824741,3
3023242287,338317842,1
3023803325,247495419,1
3024626899,3024626899,1
3025480990,487834443,1
3025637783,119183782,1
3025637783,214544700,1
3025637783,302111485,1
3026610844,954124423,1
30266529,954124423,1
302836638,1880640066,1
3028626035,455264233,1
3028974489,455264233,1
3029614684,145991905,1
3029614684,158844280,1
3029614684,3558795492,1
3029614684,403210652,1
3029614684,745266285169115138,1
3029614684,778778857872560132,1
3030545658,3089155533,1
3030545658,954124423,1
3033182541,180113275,1
3033182541,420629175,1
3033182541,487834443,1
3033182541,92460378,1
3033730549,302111485,1
303382907,487834443,1
3034835300,839214635001618432,1
303503398,22657914,1
30351711,954124423,1
3035511935,302111485,1
30359711,954124423,1
3036199067,3244921294,1
303642405,954124423,1
3037285960,954124423,1
3037580168,302111485,1
3038614791,305655577,1
3039759201,2876754270,1
3040302317,814728268452679680,1
304041992,954124423,1
3040608896,92460378,1
3040608896,98250867,1
304115959,586163145,1
3041212237,497585578,1
3041523664,22657914,1
304263626,954124423,1
3044843579,2340922958,1
3044843579,2352687301,1
3044843579,242856842,1
3044843579,2989825587,1
3044843579,304081897,1
3044843579,3156389052,1
3044843579,3234775657,1
3044843579,3313416771,1
3044843579,3359573398,1
3044843579,3863918961,1
3044843579,416334240,1
3044843579,430246059,1
3044843579,4902689895,1
3044843579,812411036858978306,1
3044843579,815533384541831168,1
3044843579,8172972,1
3044843579,837306765997928448,1
3044865861,4346145681,1
304505734,305655577,1
304505734,455264233,1
30464726,92460378,2
3047998216,770844315451002880,1
3047998216,796539774,1
304945050,92460378,1
304945511,302111485,1
304945511,92460378,6
3050516844,2915187060,1
3050594463,22657914,1
3050668998,954124423,1
30509664,954124423,1
3050995036,98250867,1
3051101934,954124423,1
305213044,954124423,1
305234966,302111485,1
30532868,954124423,1
3053437085,302111485,1
305370073,497585578,1
3054066897,1530736134,1
3054066897,248829087,1
3054066897,326003773,1
3054066897,86665649,1
3054088254,847938382751825921,1
3054088254,855057613062455297,1
3054088254,873978262392786944,1
3054088452,2742198894,2
3054355100,954124423,1
3055264223,92460378,1
3055444888,326003773,1
3055875910,359058080,1
305655577,113987669,1
305655577,125128723,1
305655577,15318242,1
305655577,15348883,1
305655577,16343974,1
305655577,17995040,1
305655577,1852557824,1
305655577,20442930,1
305655577,206363542,1
305655577,22657914,1
305655577,2978229974,1
305655577,3054317217,1
305655577,342817584,1
305655577,357805905,1
305655577,401299529,1
305655577,69080476,1
305655577,87416722,2
30576784,954124423,1
305877707,867937195205697536,1
305958871,302111485,1
305963266,954124423,1
306187852,954124423,1
3063631684,260708432,1
3063957222,180113275,1
3063957222,420542453,1
3063973732,954124423,1
306462816,303815965,1
306462816,372179642,1
3064846841,482838365,1
3064970417,2841998391,1
3065396699,210903844,1
3065710739,302111485,1
3065947936,3709329729,1
3067057848,37020028,1
3067552673,954124423,1
306793233,120995738,1
306862317,3244921294,1
3068881296,954124423,1
307041179,1530736134,1
307041179,2244082586,1
307041179,478170193,1
3070516772,4425662357,1
30709000,954124423,1
3072592149,1473180673,1
3072592149,1609037767,1
3072592149,160979487,1
3072592149,201669414,1
3072592149,218112550,1
3072592149,2195422690,1
3072592149,2228627996,2
3072592149,2274652563,1
3072592149,2294131202,1
3072592149,2380541912,1
3072592149,25506738,1
3072592149,2854994092,1
3072592149,287178748,1
3072592149,2927819278,2
3072592149,368308305,1
3072592149,37503614,1
3072592149,399002713,1
3072592149,526110917,1
3072592149,634316890,1
3072592149,66967746,1
3072592149,749341622,1
3072592149,761935333,1
3072592149,762009041057026049,1
3072592149,766541583797723136,1
3072592149,774937559969460224,1
3072592149,775417111296483329,1
3072592149,794659974,2
3072592149,809705011504697346,1
3072592149,828308554192924673,2
3072592149,849001827903451137,1
3072592149,849833645611372545,3
3072592149,93733524,1
307260133,954124423,1
307373418,455264233,1
307406233,302111485,1
3074775040,3074775040,2
3075681057,724984265994285056,1
3075746718,954124423,1
3077842258,954124423,1
3078070073,4573876514,1
308189711,302111485,1
3083090870,302111485,1
3084819676,452727733,1
3084863170,954124423,1
30865717,954124423,2
3086902329,954124423,1
3087798040,3244921294,1
3088968472,586163145,2
3089155533,1209148250,1
3089155533,15300388,1
3089155533,845246437759836160,1
3089898207,869193235918454786,1
309110873,455264233,1
3091619853,954124423,1
3091637038,4573876514,1
3092504170,954124423,1
3092806925,487834443,1
3093907031,4858580423,1
30940527,954124423,1
309522277,954124423,1
309558781,586163145,1
3097484633,455264233,1
3097720347,773908134414979072,1
3098610126,302111485,1
3099252940,954124423,1
3102054291,954124423,1
3102341475,586163145,1
310255632,954124423,1
3103575260,954124423,1
3104495336,954124423,1
310470261,1591646137,1
310470261,2167525794,1
3105906045,305655577,1
310599097,302111485,1
3106534151,954124423,1
310759281,954124423,1
3107597132,954124423,1
311026192,29523440,1
3110896434,954124423,1
3110915034,1705062018,1
3110915034,790132725416071168,1
3111889034,302111485,1
3114368661,778289312513359877,1
3114598324,2445809510,1
3117201194,954124423,1
3119156396,388355698,1
311925651,954124423,1
3119597389,4573876514,1
312058146,954124423,1
312068334,487834443,1
312068334,92460378,1
3120820724,954124423,1
3120909811,3735364760,1
3121120738,302111485,1
312208280,954124423,1
312225396,2167525794,1
312225396,828406015259443202,1
3124080451,1442695026,1
312529061,497585578,1
312665599,302111485,1
31267020,954124423,1
3128107631,180113275,1
3128894447,869193235918454786,1
3129705624,92460378,1
3129976557,305655577,1
3131399625,855519745600311298,1
3131626023,93399809,1
313246922,954124423,1
3132846858,369097879,1
3136994387,2159335132,1
31375743,954124423,1
3138425305,302111485,1
3138432499,804851761647218688,1
3138723257,4573876514,1
314024921,2596413645,1
314063063,302111485,1
314131028,302111485,1
314157950,954124423,1
3142112805,2844434909,2
3142112805,4280879292,1
3142112805,458640978,1
3142112805,865510813548793856,1
3142112805,871100128131784705,1
3142112805,877338953765986304,1
3142697678,1605836610,1
3143774105,3047998216,1
3144787317,954124423,1
3144845439,3227400208,1
3145252583,260708432,1
3145513438,705165834524696577,1
3145730118,113987669,1
3145730118,152852932,1
3145730118,1674315427,1
3145730118,2984880114,1
3146738294,954124423,1
3147813413,271397818,1
3150800516,797901526232690690,1
3153114863,302111485,1
3154119393,1924870082,1
3154119393,2956468233,1
3154119393,66533920,1
3154590338,954124423,1
315532259,302111485,1
315578823,839023196254978048,1
3156644729,305655577,1
3158385546,1536657750,1
3159147915,954124423,1
3160173365,3044843579,1
3160381099,455264233,1
3161107329,3244921294,6
31614106,954124423,1
316161690,862836808945741825,1
3161629166,954124423,1
3161637466,954124423,1
3161745817,954124423,1
316296346,478170193,2
316296346,92460378,1
3163481042,248829087,1
3163824293,3244921294,1
3164692046,586163145,1
3166121704,318480171,1
316659505,302111485,1
316738620,804851761647218688,1
3167861804,3709329729,1
3168404341,3735364760,2
3168693270,3735364760,1
3169777035,813914393788481540,1
3169952585,305655577,1
3170664505,1715220325,1
3170664505,2207137254,1
3170664505,2252893931,2
3170664505,3074775040,1
3170664505,817323211922833409,1
3171243505,4573876514,1
3171860673,954124423,1
317284206,2596413645,1
3174188152,4573876514,1
3174225748,302111485,1
3176101,2159335132,1
317734636,1097218164,1
317734636,1264586400,1
317734636,2477890369,1
317734636,317734636,4
317734636,3277276172,1
317734636,4843422552,1
