id,author_id,created_at,tweet_type
869969716340826112,4280879292,2017-05-31 17:31:58,tweet
870251487049523200,3142112805,2017-06-01 12:11:37,retweet
870251524810846209,790906947415322625,2017-06-01 12:11:46,retweet
870251717740376064,49946953,2017-06-01 12:12:32,tweet
870219014391250944,455264233,2017-06-01 10:02:35,tweet
870252007138836480,17915515,2017-06-01 12:13:41,retweet
870252213389725696,4341845536,2017-06-01 12:14:30,tweet
870252334319902720,269446199,2017-06-01 12:14:59,retweet
870252703410245632,743935215467397120,2017-06-01 12:16:27,retweet
870253991069974532,1591646137,2017-06-01 12:21:34,retweet
870044007992352768,563373676,2017-05-31 22:27:10,tweet
870254280443387904,3033182541,2017-06-01 12:22:43,retweet
870254368544755712,713795902239084545,2017-06-01 12:23:04,tweet
870255610054402048,192498224,2017-06-01 12:28:00,retweet
870255970752004096,2426967892,2017-06-01 12:29:26,retweet
870127768033480705,21418513,2017-06-01 04:00:00,tweet
870257757554954240,754050773202468864,2017-06-01 12:36:32,retweet
870015435944730624,147528633,2017-05-31 20:33:38,tweet
870050073530519555,92460378,2017-05-31 22:51:16,tweet
870258676090720257,754050773202468864,2017-06-01 12:40:11,retweet
870261930858090497,2302184949,2017-06-01 12:53:07,retweet
870262018971979776,2759402445,2017-06-01 12:53:28,retweet
870262035740844032,810217625913618432,2017-06-01 12:53:32,retweet
869992122111279105,86665649,2017-05-31 19:01:00,tweet
870263818320048128,17957274,2017-06-01 13:00:37,retweet
870264451655708672,815688498657329152,2017-06-01 13:03:08,retweet
870264501983227905,843183903548588034,2017-06-01 13:03:20,retweet
870265890293637120,214544700,2017-06-01 13:08:51,retweet
869899641021771776,2912777891,2017-05-31 12:53:31,tweet
870266120971759616,360694503,2017-06-01 13:09:46,retweet
870266905302638593,846545454456356865,2017-06-01 13:12:53,retweet
870267215685320704,2514549749,2017-06-01 13:14:07,retweet
870267362481766400,3292869325,2017-06-01 13:14:42,tweet
870270097180336129,275201260,2017-06-01 13:25:34,retweet
870262978159017984,2761410968,2017-06-01 12:57:17,tweet
870270566942560256,337611162,2017-06-01 13:27:26,tweet
870271128979243009,216771818,2017-06-01 13:29:40,retweet
870271217072095232,365854454,2017-06-01 13:30:01,tweet
870146641205968898,365854454,2017-06-01 05:15:00,tweet
870271623890255873,432480908,2017-06-01 13:31:38,retweet
870237238680064000,365854454,2017-06-01 11:15:00,tweet
870272114640658432,428409749,2017-06-01 13:33:35,retweet
870272215299891200,839935334343454720,2017-06-01 13:33:59,tweet
870272216679817216,109983609,2017-06-01 13:33:59,tweet
870272676660748292,526110917,2017-06-01 13:35:49,retweet
870273930795384832,734880149087354881,2017-06-01 13:40:48,retweet
870273993697144834,2911751052,2017-06-01 13:41:03,retweet
870271168791576577,2841998391,2017-06-01 13:29:50,tweet
870051059791798275,180113275,2017-05-31 22:55:12,tweet
870275549792542720,1488812203,2017-06-01 13:47:14,retweet
869231500402855939,954124423,2017-05-29 16:38:33,tweet
870275595900395524,29647462,2017-06-01 13:47:25,retweet
870274259830157312,842001367426314240,2017-06-01 13:42:07,tweet
870276204099719173,869636205704609793,2017-06-01 13:49:50,retweet
870051544435228672,813493160018055168,2017-05-31 22:57:07,tweet
870277323966296064,3382548400,2017-06-01 13:54:17,retweet
870152947862319105,838018569732501508,2017-06-01 05:40:04,tweet
870278443828748288,35565544,2017-06-01 13:58:44,retweet
870280318711865345,771376279224397824,2017-06-01 14:06:11,retweet
870282457777569792,19533349,2017-06-01 14:14:41,retweet
869669407555022849,954124423,2017-05-30 21:38:39,tweet
870282470394019840,117630387,2017-06-01 14:14:44,retweet
870282508109324288,1292046026,2017-06-01 14:14:53,retweet
870282763966046209,173816046,2017-06-01 14:15:54,retweet
870017842854449152,1494034783,2017-05-31 20:43:12,tweet
870065735774633986,3054088452,2017-05-31 23:53:31,tweet
870283141449211904,2848767939,2017-06-01 14:17:24,retweet
870283930007621632,169028838,2017-06-01 14:20:32,retweet
870284831778902018,420542453,2017-06-01 14:24:07,retweet
870274407293440000,854828001359482880,2017-06-01 13:42:42,tweet
870285108606976000,380570792,2017-06-01 14:25:13,retweet
870285532223332357,800315194664624128,2017-06-01 14:26:54,retweet
870286282991091716,827923977796415489,2017-06-01 14:29:53,retweet
870286379451920384,947586372,2017-06-01 14:30:16,retweet
870286496909099008,2421964502,2017-06-01 14:30:44,retweet
870286803076513792,414873684,2017-06-01 14:31:57,retweet
868586304812048384,326003773,2017-05-27 21:54:47,tweet
870287130265878529,867185603443654657,2017-06-01 14:33:15,retweet
870287256061231104,81521870,2017-06-01 14:33:45,retweet
870287419668652032,811936350970806273,2017-06-01 14:34:24,retweet
870042225518030848,2845849081,2017-05-31 22:20:05,tweet
870041494715019264,4346145681,2017-05-31 22:17:11,tweet
870290141755056128,295195137,2017-06-01 14:45:13,retweet
870028700112363520,761220634349277184,2017-05-31 21:26:21,tweet
870096206885683204,248829087,2017-06-01 01:54:35,tweet
870290418596020225,707400570,2017-06-01 14:46:19,retweet
870290850588315648,147228092,2017-06-01 14:48:02,retweet
870291840460668928,966818407,2017-06-01 14:51:58,retweet
869564429838503936,2761410968,2017-05-30 14:41:30,tweet
870292389897883648,803825830199783424,2017-06-01 14:54:09,retweet
870283844750110720,2300079561,2017-06-01 14:20:12,tweet
870292914211098624,1541746326,2017-06-01 14:56:14,retweet
870292964542644224,3044843579,2017-06-01 14:56:26,tweet
870294109562470400,560648152,2017-06-01 15:00:59,retweet
870294252181479424,866772116401782784,2017-06-01 15:01:33,retweet
870294508021444608,184015321,2017-06-01 15:02:34,retweet
870294755510452224,738900009937195008,2017-06-01 15:03:33,retweet
870296877811597312,89939612,2017-06-01 15:11:59,retweet
870297041397850112,1350351854,2017-06-01 15:12:38,retweet
870296792709177345,21418513,2017-06-01 15:11:39,tweet
870297423062728705,3386116115,2017-06-01 15:14:09,retweet
870297829935284224,131781143,2017-06-01 15:15:46,retweet
870297884431798272,738153522277945344,2017-06-01 15:15:59,retweet
869959040515919873,931286316,2017-05-31 16:49:32,tweet
870299104970022912,10979872,2017-06-01 15:20:50,retweet
870298641126260736,868509492505436161,2017-06-01 15:19:00,tweet
870299662812577792,783303263168913408,2017-06-01 15:23:03,retweet
870300187100688384,813036395828748288,2017-06-01 15:25:08,retweet
870300908533534720,101395252,2017-06-01 15:28:00,tweet
870300975637999616,3063957222,2017-06-01 15:28:16,retweet
870300996605366272,764698088934084608,2017-06-01 15:28:21,retweet
870301374088716288,188885242,2017-06-01 15:29:51,retweet
870265490836529154,180113275,2017-06-01 13:07:16,tweet
870302045181550593,637220816,2017-06-01 15:32:31,retweet
869881790961516544,813914393788481540,2017-05-31 11:42:35,tweet
869739078379601920,39308549,2017-05-31 02:15:29,tweet
870101289757274117,180113275,2017-06-01 02:14:47,tweet
870217457721540608,420542453,2017-06-01 09:56:24,tweet
870303152473505798,702414976997330944,2017-06-01 15:36:55,retweet
870304507271540738,769299805717889024,2017-06-01 15:42:18,tweet
870304658257960960,724955143905619972,2017-06-01 15:42:54,retweet
870298501690793985,1722213830,2017-06-01 15:18:26,tweet
870304968632401920,37020028,2017-06-01 15:44:08,tweet
870305799091781632,384005220,2017-06-01 15:47:26,retweet
870267038547234816,829715112890159104,2017-06-01 13:13:25,tweet
870306549889204225,778289312513359877,2017-06-01 15:50:25,retweet
870306889631977472,754744210041872384,2017-06-01 15:51:46,retweet
870300144402563073,2300079561,2017-06-01 15:24:58,tweet
870170873482891264,92460378,2017-06-01 06:51:17,tweet
870307908847894529,790099592985583617,2017-06-01 15:55:49,retweet
870308953217015808,235692936,2017-06-01 15:59:58,retweet
870022605155315716,2678973661,2017-05-31 21:02:07,tweet
870310165370810369,811145744245727237,2017-06-01 16:04:47,retweet
870310505096892416,830456063774199809,2017-06-01 16:06:08,retweet
870264371032629249,455264233,2017-06-01 13:02:49,tweet
870311759223152641,3024785349,2017-06-01 16:11:07,tweet
870313424357441536,705165476305833984,2017-06-01 16:17:44,retweet
870314640705802241,868664159973539840,2017-06-01 16:22:34,retweet
870314686843158529,757221348053815297,2017-06-01 16:22:45,retweet
870315286615994369,849609056209838081,2017-06-01 16:25:08,retweet
869828075298709504,92460378,2017-05-31 08:09:08,tweet
870316171614076929,2829186687,2017-06-01 16:28:39,retweet
870316440037052416,4809762201,2017-06-01 16:29:43,retweet
870317085984948226,2402805537,2017-06-01 16:32:17,retweet
870216737064615936,86665649,2017-06-01 09:53:32,tweet
870317127932289026,2410806559,2017-06-01 16:32:27,retweet
870262601846059008,4858580423,2017-06-01 12:55:47,tweet
870317748680773632,3093907031,2017-06-01 16:34:55,retweet
870318063257870336,776546512163606528,2017-06-01 16:36:10,retweet
870318419752632320,2533163995,2017-06-01 16:37:35,retweet
870318470084173827,420780835,2017-06-01 16:37:47,retweet
870318177967910912,4858580423,2017-06-01 16:36:38,tweet
870317794566459393,92460378,2017-06-01 16:35:06,tweet
870318679816384513,2720968413,2017-06-01 16:38:37,tweet
870318973421617152,2750009240,2017-06-01 16:39:47,retweet
870205841453928448,865448264388169728,2017-06-01 09:10:14,tweet
870319292176367617,429454010,2017-06-01 16:41:03,retweet
870319363492130817,2945820771,2017-06-01 16:41:20,retweet
870319430596648960,711410423808049152,2017-06-01 16:41:36,retweet
870319480932626433,1493326255,2017-06-01 16:41:48,retweet
870319925520326656,706186365919080448,2017-06-01 16:43:34,retweet
870320558847569920,2317758254,2017-06-01 16:46:05,retweet
870320701458087936,1013296250,2017-06-01 16:46:39,retweet
870241568204226561,248829087,2017-06-01 11:32:12,tweet
870320789542682625,1013296250,2017-06-01 16:47:00,retweet
870251797872611328,248829087,2017-06-01 12:12:51,tweet
870322169456320513,566273326,2017-06-01 16:52:29,retweet
870170176657924097,839567767695024128,2017-06-01 06:48:31,tweet
870324409231343616,563840329,2017-06-01 17:01:23,retweet
870324606363738112,813069308578463744,2017-06-01 17:02:10,retweet
870325025768849408,742692286874558465,2017-06-01 17:03:50,retweet
870319951080546304,2291600034,2017-06-01 16:43:40,tweet
870325097101377540,769592066531667968,2017-06-01 17:04:07,retweet
870325348742942723,2364570716,2017-06-01 17:05:07,retweet
870311264018456577,3044843579,2017-06-01 16:09:09,tweet
870325763966464000,763725624116555776,2017-06-01 17:06:46,retweet
839499010826207232,2923389761,2017-03-08 15:32:15,tweet
870325805922082816,833004711750074369,2017-06-01 17:06:56,retweet
870326468617920512,831556354166906880,2017-06-01 17:09:34,retweet
870327311702278144,831948812935520256,2017-06-01 17:12:55,retweet
870327416555810816,197954667,2017-06-01 17:13:20,retweet
870327554955239428,725809806095859714,2017-06-01 17:13:53,retweet
870329610160005120,3292869325,2017-06-01 17:22:03,tweet
870316552704446464,305655577,2017-06-01 16:30:10,tweet
870329773750456321,728934875437346816,2017-06-01 17:22:42,retweet
750643319273820160,471287735,2016-07-06 10:51:28,tweet
870330247689973760,942042836,2017-06-01 17:24:35,retweet
870330918782865408,378988209,2017-06-01 17:27:15,retweet
870330922981314560,2225067170,2017-06-01 17:27:16,retweet
870327809587245056,482838365,2017-06-01 17:14:54,tweet
870326907392458752,92460378,2017-06-01 17:11:19,tweet
870331388553297922,538015631,2017-06-01 17:29:07,retweet
870331745060528128,797530116263772160,2017-06-01 17:30:32,retweet
870332592326881280,381994185,2017-06-01 17:33:54,tweet
870332906866135041,2443877819,2017-06-01 17:35:09,retweet
870332686782607360,772412234727391233,2017-06-01 17:34:17,tweet
870332944618930176,854782095289397252,2017-06-01 17:35:18,retweet
870276368990449664,292521710,2017-06-01 13:50:29,tweet
870320663629881345,630302721,2017-06-01 16:46:30,tweet
870333917701824512,762286441565224960,2017-06-01 17:39:10,retweet
870334228109692929,2473757377,2017-06-01 17:40:24,retweet
870334349719351297,2205538201,2017-06-01 17:40:53,tweet
870332732940931073,482838365,2017-06-01 17:34:28,tweet
870335163435188226,4019286209,2017-06-01 17:44:07,retweet
870336073578270724,3279597084,2017-06-01 17:47:44,retweet
870293454651367425,3244921294,2017-06-01 14:58:23,tweet
870336472032968704,4250534775,2017-06-01 17:49:19,retweet
869464753902682112,22657914,2017-05-30 08:05:25,tweet
870336669181816832,2391951356,2017-06-01 17:50:06,tweet
870336719517736960,842001367426314240,2017-06-01 17:50:18,tweet
870333002596921344,822514136319987712,2017-06-01 17:35:32,tweet
870337109562884096,4309416083,2017-06-01 17:51:51,retweet
870337134741377024,3252873003,2017-06-01 17:51:57,retweet
870337352853598212,3072592149,2017-06-01 17:52:49,tweet
869984686201872384,1530736134,2017-05-31 18:31:27,tweet
870337726146519040,493840728,2017-06-01 17:54:18,retweet
870337902307364864,1557455222,2017-06-01 17:55:00,retweet
870330376962572288,838018569732501508,2017-06-01 17:25:06,tweet
870338187507499008,35196174,2017-06-01 17:56:08,retweet
869898412065517568,3678425302,2017-05-31 12:48:38,tweet
870338359494889472,977033918,2017-06-01 17:56:49,retweet
870338736965472256,829138435164217344,2017-06-01 17:58:19,retweet
870318283689480192,420629175,2017-06-01 16:37:03,tweet
870339051542499329,2548929202,2017-06-01 17:59:34,retweet
870339588400742403,259954471,2017-06-01 18:01:42,retweet
870340322404048896,289031581,2017-06-01 18:04:37,retweet
870340666357886977,805023546959396864,2017-06-01 18:05:59,retweet
870225165472419842,2205302725,2017-06-01 10:27:02,tweet
870340951545434112,2252893931,2017-06-01 18:07:07,retweet
870342570575974401,17494767,2017-06-01 18:13:33,retweet
870342595716763649,803429406903369728,2017-06-01 18:13:39,retweet
870155016266424321,1880640066,2017-06-01 05:48:17,tweet
870230179829997568,180113275,2017-06-01 10:46:57,tweet
870268170095005696,2514549749,2017-06-01 13:17:55,tweet
870342830627192833,1051688581,2017-06-01 18:14:35,retweet
870342935451062272,365854454,2017-06-01 18:15:00,tweet
870344218920841218,816500907160510464,2017-06-01 18:20:06,retweet
869175719523475460,420542453,2017-05-29 12:56:54,tweet
870344273455190016,789413785236680705,2017-06-01 18:20:19,retweet
870344806123401216,857600968460042242,2017-06-01 18:22:26,retweet
870341442102636544,1880640066,2017-06-01 18:09:04,tweet
870253547895574530,28875506,2017-06-01 12:19:49,tweet
870344931952533504,831311485485846529,2017-06-01 18:22:56,retweet
870344944535441408,775814994151763968,2017-06-01 18:22:59,retweet
870327772861878272,526110917,2017-06-01 17:14:45,tweet
870327261911797760,3059181352,2017-06-01 17:12:43,tweet
870345301047083008,563554373,2017-06-01 18:24:24,retweet
870345535928098816,2889607299,2017-06-01 18:25:20,retweet
870216162956763136,4573876514,2017-06-01 09:51:15,tweet
870345875658227712,798662653153378304,2017-06-01 18:26:41,retweet
870346412541698048,820094591781236736,2017-06-01 18:28:49,tweet
870346492241948673,346612013,2017-06-01 18:29:08,tweet
869697431704924160,3409831509,2017-05-30 23:30:00,tweet
870186328977272832,838474599776010241,2017-06-01 07:52:42,tweet
870348044109303809,273648929,2017-06-01 18:35:18,tweet
870348115433467913,934012855,2017-06-01 18:35:35,retweet
870344392330153985,92460378,2017-06-01 18:20:48,tweet
870349054936588288,143987725,2017-06-01 18:39:19,retweet
870349155612467200,246550812,2017-06-01 18:39:43,retweet
870158728816988160,829715112890159104,2017-06-01 06:03:02,tweet
870350011263012865,37020028,2017-06-01 18:43:07,retweet
870349873090101248,721002648288292864,2017-06-01 18:42:34,tweet
870350028048674816,3304262376,2017-06-01 18:43:11,retweet
870350506195079169,3179688406,2017-06-01 18:45:05,retweet
870340657906319360,92460378,2017-06-01 18:05:57,tweet
870351252768641025,934012855,2017-06-01 18:48:03,retweet
870349331391492097,3258059982,2017-06-01 18:40:25,tweet
870352775313584128,763809903416844288,2017-06-01 18:54:06,retweet
870352804681965568,792508569086205952,2017-06-01 18:54:13,retweet
870353081476710406,742658305223458816,2017-06-01 18:55:19,retweet
870321668216037376,482838365,2017-06-01 16:50:30,tweet
870353417046171649,503585510,2017-06-01 18:56:39,retweet
870353425418121216,1414004473,2017-06-01 18:56:41,retweet
870258188075098114,455264233,2017-06-01 12:38:15,tweet
