id,original_tweet_id,retweeted_date,author_id,original_author_id,screen_name,original_screen_name
991744665606086656,991742425734569985,2018-05-02 18:22:08,2542939533,869193235918454786,PereirHugo,offensivemem3s_
991744778856484865,991710184492978177,2018-05-02 18:22:35,3687318741,897768084714508289,RymarUA,praviy_sector
991745923913953280,991732943654703104,2018-05-02 18:27:08,757637664,954124423,nikkudix,AmyMek
991745965836177408,991735954561011713,2018-05-02 18:27:18,598468186,598468186,LLaister,LLaister
991740882322968577,991739789404721152,2018-05-02 18:07:06,3072592149,849833645611372545,vahiddin,RisaleiNurSec
991748008457875456,991747353467146243,2018-05-02 18:35:25,738153522277945344,867947619661881344,dawg_lb,SiddonsDan
991747475768860674,991742389214765057,2018-05-02 18:33:18,2344991118,869193235918454786,ContinuedStory0,offensivemem3s_
991747345778991106,991663540900687873,2018-05-02 18:32:47,581307829,287843201,JamesTBrudenell,PoliticalIslam
991751745570295808,991660576567906304,2018-05-02 18:50:16,981292975,550116886,MiguelKateeme,MariaMonteroTFE
991751854630449152,991751532424060929,2018-05-02 18:50:42,193357080,738153522277945344,MyCrashIs,dawg_lb
991750579553783808,991742425734569985,2018-05-02 18:45:38,2296768525,869193235918454786,vedenpaisumus,offensivemem3s_
991750608951660545,991715413179424768,2018-05-02 18:45:45,822423903112929280,829213809306918912,sabircaglayani,Selcuk_Atak_
991753523971977218,991704664403046400,2018-05-02 18:57:20,50258410,954124423,rjarena,AmyMek
991747886823043072,991708914029940736,2018-05-02 18:34:56,771918082034065410,326003773,D3li_Dumrul,osimsek_herkul
991752399915233281,985080449755119617,2018-05-02 18:52:52,2365720046,869193235918454786,tatianapeixoto_,offensivemem3s_
991750856415563777,991722327904677888,2018-05-02 18:46:44,317284206,2596413645,marylene58,carrieksada
991749417760903171,991742389214765057,2018-05-02 18:41:01,3395666355,869193235918454786,___tigas___,offensivemem3s_
991753813362073600,991751532424060929,2018-05-02 18:58:29,986830047599144960,738153522277945344,Tstephen16,dawg_lb
991753842743304195,987264804187451392,2018-05-02 18:58:36,963497411229442049,487834443,Bahtiyarmuhacir,HasanCucuk
991749547776004097,737710858709540865,2018-05-02 18:41:32,51712399,4764985268,nihatyavuz,aklingozu
991753016477876224,991727699344244736,2018-05-02 18:55:19,937134500852645888,2596413645,nomo601,carrieksada
991753175840509952,991732007859310592,2018-05-02 18:55:57,2181065932,92460378,himikchi,yagizefe
991753184241700865,991739207629594626,2018-05-02 18:55:59,865653764870381568,2510092890,ezizekanim,hilalnesin
991755512092987392,991755157447888896,2018-05-02 19:05:14,67813133,719153440107204608,AfrinsNotAlone,KurdistanAu
991756346730086405,991241865297997824,2018-05-02 19:08:33,2365742752,108524355,xabamez,mutludc
991755344283164672,991724707799076865,2018-05-02 19:04:34,775894632697892864,92460378,muhsinselim,yagizefe
991758548760702976,991603649540427776,2018-05-02 19:17:18,870200407,22153676,haut_drauf,lawyerberlin
991760008357531648,991748634130731009,2018-05-02 19:23:06,870200407,916205628363862016,haut_drauf,Gut_menschkind
991760801097641984,991669454823141376,2018-05-02 19:26:15,738153522277945344,25073877,dawg_lb,realDonaldTrump
991754908104888321,988042668612694019,2018-05-02 19:02:50,751911896,869193235918454786,m_cabanas10,offensivemem3s_
991757026203074562,991752334626586624,2018-05-02 19:11:15,913083595727683584,2596413645,MikeVisevok,carrieksada
991760692054282240,991717019887329280,2018-05-02 19:25:49,286812557,954124423,SteveGrubb01,AmyMek
991762835347820550,991759556983316482,2018-05-02 19:34:20,840649543561682946,526110917,MFATA79,mehmetcheliklv
991765054134669312,991751532424060929,2018-05-02 19:43:09,3344944154,738153522277945344,Craybo23,dawg_lb
991765066696482816,991717019887329280,2018-05-02 19:43:12,2227319840,954124423,ZZdmarie8765,AmyMek
991765188322910208,991013394315608064,2018-05-02 19:43:41,828115979758661632,455830743,AlbertJitka,davidzuellig
991763573541081088,991431269513756672,2018-05-02 19:37:16,943924685259067392,302111485,miyamoto_katana,Enes_Kanter
991765628745904128,991686117186469889,2018-05-02 19:45:26,940033190701367296,92460378,Hatices45483547,yagizefe
991767721678393347,991766516315115522,2018-05-02 19:53:45,954662401412124677,869193235918454786,rubeeeen2808,offensivemem3s_
991768187267100673,991766516315115522,2018-05-02 19:55:36,3575833755,869193235918454786,excelentememe,offensivemem3s_
991766614390530048,991766516315115522,2018-05-02 19:49:21,2892418731,869193235918454786,_neves23_,offensivemem3s_
991762071980314624,991617533194227712,2018-05-02 19:31:18,956610243940831233,487834443,pelekut,HasanCucuk
991766266267492353,847219249106112517,2018-05-02 19:47:58,90064632,4764985268,desprite,aklingozu
991768304703426560,991450765154807808,2018-05-02 19:56:04,978254138470535168,740683594633355265,Robery43830805,CahitArifoglu
991768464070193158,991726590445826048,2018-05-02 19:56:42,919622839556337664,702303494053634049,0DGMETHHAZE666,STAR
991770078885679104,982999654202859520,2018-05-02 20:03:07,987394916719431680,980116740972695552,XF0h8otFob1dczT,3alamsks
991772331243720709,991582107196633090,2018-05-02 20:12:04,397610007,1142312972,alvarogserrano,german21168
991772138297266176,991752334626586624,2018-05-02 20:11:18,933527721224916993,2596413645,Eileen15853174,carrieksada
991771555297296384,990631636868923400,2018-05-02 20:08:59,828115979758661632,455830743,AlbertJitka,davidzuellig
991774722005270528,991719202208690177,2018-05-02 20:21:34,49384107,2596413645,mdt299,carrieksada
991776248711000064,991719202208690177,2018-05-02 20:27:38,1370971824,2596413645,GaetaSusan,carrieksada
991776328390184960,991314489885839360,2018-05-02 20:27:57,761709748614037504,869193235918454786,Branco_DG,offensivemem3s_
991774986233839616,991766516315115522,2018-05-02 20:22:37,416188366,869193235918454786,cgvrridx,offensivemem3s_
991778127759183873,991758497443405826,2018-05-02 20:35:06,754020787141668864,1142312972,scarRod66887011,german21168
991779558025084928,987417286679121925,2018-05-02 20:40:47,204176679,869193235918454786,ThePoliticalHat,offensivemem3s_
991779914549514240,991747918095880193,2018-05-02 20:42:12,755180885411033088,4764985268,DarbeliMatkap23,aklingozu
991780044560388097,991742389214765057,2018-05-02 20:42:43,595205792,869193235918454786,Senhorjhonn,offensivemem3s_
991776735254413312,991742425734569985,2018-05-02 20:29:34,900259563907272704,869193235918454786,covando97,offensivemem3s_
991782754072358913,991732943654703104,2018-05-02 20:53:29,51712493,954124423,rafaelpcastro,AmyMek
991780883404386305,991742389214765057,2018-05-02 20:46:03,2941410280,869193235918454786,J21Emanuel,offensivemem3s_
991780963104493569,991766516315115522,2018-05-02 20:46:22,4118915187,869193235918454786,lucastf1106,offensivemem3s_
991778371016232961,991588605998043136,2018-05-02 20:36:04,990276638997991424,1142312972,JGC13657439,german21168
991776903026675712,991742389214765057,2018-05-02 20:30:14,1641619117,869193235918454786,danielca92,offensivemem3s_
991781764216639488,991751532424060929,2018-05-02 20:49:33,830216254208278528,738153522277945344,realJLG20,dawg_lb
991781499971104768,991751532424060929,2018-05-02 20:48:30,826104850194653186,738153522277945344,Jillibean557,dawg_lb
991781575477129217,991758497443405826,2018-05-02 20:48:48,4635369677,1142312972,Alvez201262,german21168
991782095562342404,991582107196633090,2018-05-02 20:50:52,978145274,1142312972,jopame_,german21168
991783337088962562,739904334079643653,2018-05-02 20:55:48,2605915581,4764985268,gibilerle,aklingozu
991783928502669312,991747130967588865,2018-05-02 20:58:09,2967680506,4764985268,duyumcu35,aklingozu
991784163375280128,991770495614939137,2018-05-02 20:59:05,776180524754800641,346612013,ozguremre34343,Ozcan_Keles
991783999797374976,991742389214765057,2018-05-02 20:58:26,851212839691976704,869193235918454786,philalethes_,offensivemem3s_
991788118612164609,991704664403046400,2018-05-02 21:14:48,364610603,954124423,LarryS500,AmyMek
991785744623685632,991785562158895106,2018-05-02 21:05:22,919622839556337664,26538229,0DGMETHHAZE666,federalreserve
991786432501960704,991690248399794176,2018-05-02 21:08:06,745980963411267587,25073877,RITE2WIN,realDonaldTrump
991784435988213760,991782224331714561,2018-05-02 21:00:10,924061988564684800,812294692809408512,baranvey34,Serhed_u
991784515680047104,991701817460494336,2018-05-02 21:00:29,2898341650,420629175,Esofmali_sevket,kamilmamann
991785035773640705,991766516315115522,2018-05-02 21:02:33,3013136483,869193235918454786,rui_murca6,offensivemem3s_
991790685492793344,991790291114917890,2018-05-02 21:25:00,745320470891880449,869193235918454786,JuaumDjinartxi,offensivemem3s_
991789687265267712,986287511927443457,2018-05-02 21:21:02,97885429,869193235918454786,lumiyer8,offensivemem3s_
991786952595820550,991658119699759104,2018-05-02 21:10:10,214544700,932305909400907776,bkenes,yusufcaglayn
991789037148045312,991705006473662464,2018-05-02 21:18:27,1648905578,934091456981209088,kod_dna,MechulYarbay1
991787883706093568,991664937457070080,2018-05-02 21:13:52,384428299,311118058,radyomehtap,Murat_Macit58
991791809578848258,991791572265193473,2018-05-02 21:29:28,2492460663,18118505,Jack_promotions,barenakedislam
991786147255812096,991766516315115522,2018-05-02 21:06:58,3128894447,869193235918454786,beamanuel03,offensivemem3s_
991792828786397184,991708914029940736,2018-05-02 21:33:31,997894658,326003773,nasninsan,osimsek_herkul
991796305889517568,991790291114917890,2018-05-02 21:47:20,3089898207,869193235918454786,heypitti,offensivemem3s_
991797551580954624,991719202208690177,2018-05-02 21:52:17,610341256,2596413645,LanaAshford1,carrieksada
991797631255969793,991685217860640768,2018-05-02 21:52:36,950870829461594112,926783183584145408,PretorianoGades,Isabel_Babel
991790538717351937,991775888290340865,2018-05-02 21:24:25,2946167092,3298302672,ErbilTurabi,Bircano_Yildiz
991795920000962560,991758497443405826,2018-05-02 21:45:48,339281879,1142312972,elenay29,german21168
991792971422027776,991790291114917890,2018-05-02 21:34:05,2428742198,869193235918454786,beaf2000,offensivemem3s_
991795978721284102,991773192611090433,2018-05-02 21:46:02,968014402552238080,4764985268,okanozgur76,aklingozu
991792983996620802,989537339516047361,2018-05-02 21:34:08,978655495580999682,869193235918454786,Leobruh_11,offensivemem3s_
991794540062412800,991370480962691072,2018-05-02 21:40:19,833070269119991812,311118058,DiggerHaHa,Murat_Macit58
991794577836331009,991789265989324800,2018-05-02 21:40:28,979785891060305920,285994737,YDunyaAldanma,aliHaslan
991796901472296960,991796880404369409,2018-05-02 21:49:42,4764985268,4764985268,aklingozu,aklingozu
991797866166345728,988874737672744962,2018-05-02 21:53:32,908650936167526400,869193235918454786,upgradexkid,offensivemem3s_
991799229298376705,991704664403046400,2018-05-02 21:58:57,817214594024239104,954124423,TJStevens13,AmyMek
991800437274742790,991797923322134528,2018-05-02 22:03:45,1569194448,4764985268,646cetin,aklingozu
991803096446767104,991789368913416192,2018-05-02 22:14:19,788083245158174720,214544700,omeryavuzer32,bkenes
991803171940036608,991617533194227712,2018-05-02 22:14:37,2889867227,487834443,MenderesEzdegec,HasanCucuk
991804929374408704,991597941289881600,2018-05-02 22:21:36,1575521048,487834443,Eagle_NL34,HasanCucuk
991805000681570304,991804155122536449,2018-05-02 22:21:53,725064846056640512,2596413645,ReneeCarrollAZ,carrieksada
991804467988312064,991582107196633090,2018-05-02 22:19:46,1418050602,1142312972,Castilla_JL,german21168
991806690952728576,991806419862212608,2018-05-02 22:28:36,878352770985807873,243726128,ChienTranquille,RespublicaQc
991803524282494981,991802799628476416,2018-05-02 22:16:01,526110917,962800985180721152,mehmetcheliklv,EskiMektepli
991805675931136000,991704664403046400,2018-05-02 22:24:34,3319254798,954124423,NoSurrender357,AmyMek
991810860103413761,991617533194227712,2018-05-02 22:45:10,3092806925,487834443,sinan19871987,HasanCucuk
991810868504559617,991669134734823429,2018-05-02 22:45:12,1731656120,224609329,sadik_korkmaz,hdpdemirtas
991809874437685248,991742389214765057,2018-05-02 22:41:15,714280902,869193235918454786,farionsg,offensivemem3s_
991811313084100608,991595052957929473,2018-05-02 22:46:58,2237851962,282055947,fulminax,anfenglish
991808670701932544,991730160763207680,2018-05-02 22:36:28,983491215860494336,92460378,dusunmekisticem,yagizefe
991812533647499264,991432003332526080,2018-05-02 22:51:49,961669737125117952,2207137254,CSineler,gazikozanoglu
991808775525986306,991790291114917890,2018-05-02 22:36:53,753029601610330117,869193235918454786,O__Quaralho,offensivemem3s_
991811795429052416,991742389214765057,2018-05-02 22:48:53,2962172531,869193235918454786,Iago_Madridd,offensivemem3s_
991809358555172864,991314587461939200,2018-05-02 22:39:12,2960532245,869193235918454786,Iuri_Teques,offensivemem3s_
991812198099021824,991660576567906304,2018-05-02 22:50:29,1565753588,550116886,MARIAPerezFern,MariaMonteroTFE
991812214876028928,991479768993402881,2018-05-02 22:50:33,494829052,22703645,ChrisSavage17,TuckerCarlson
991809169811427328,989172931182784512,2018-05-02 22:38:27,3197717401,1889899296,twelve_gallows,hitoji_adolf
991812726556110848,991314489885839360,2018-05-02 22:52:35,4847820765,869193235918454786,maroosca,offensivemem3s_
991810717501313025,991634554250199043,2018-05-02 22:44:36,940163692854960128,487834443,askusevk,HasanCucuk
991809715079434242,991742389214765057,2018-05-02 22:40:37,3226948667,869193235918454786,andg_FF,offensivemem3s_
991814119073476608,991735673437605888,2018-05-02 22:58:07,724984265994285056,872403805148553216,inspiringsufi,SunaVarol_
991811975779835904,990917102566600704,2018-05-02 22:49:36,946127206509527040,869193235918454786,YOLENCIAGA,offensivemem3s_
991813791926104064,991724707799076865,2018-05-02 22:56:49,2200055569,92460378,Immortals07,yagizefe
991819605214720000,991708914029940736,2018-05-02 23:19:55,885109490512801792,326003773,Abdulfettah1985,osimsek_herkul
991818304993013760,991773059492253702,2018-05-02 23:14:45,762410408867012608,723206253296640000,sandysanmo,sakirtmen57
991816669239574528,991431284571467776,2018-05-02 23:08:15,970812182,248829087,Hayrgl,ahamitbilici
991818044971286529,991816833681575936,2018-05-02 23:13:43,2983714610,4764985268,Zevk_Tanrisi,aklingozu
991820586702618624,991708914029940736,2018-05-02 23:23:49,2722337933,326003773,ibrahim_turmus,osimsek_herkul
991819848505286656,991750218612985856,2018-05-02 23:20:53,1696233198,1728451099,RosaBenetDomngu,KurdisCat
991816123946545153,991704664403046400,2018-05-02 23:06:05,605731629,954124423,KathieSmith6,AmyMek
991820980971540482,991314587461939200,2018-05-02 23:25:23,2597206393,869193235918454786,fininho911,offensivemem3s_
991825011701944323,991802695890735104,2018-05-02 23:41:24,4852463193,248829087,mevllutsakin,ahamitbilici
991828505557057536,991742389214765057,2018-05-02 23:55:17,3244598766,869193235918454786,tagulFN,offensivemem3s_
991831152167022592,991617533194227712,2018-05-03 00:05:48,1178028691,487834443,yshrovnc,HasanCucuk
991834696354091014,991802695890735104,2018-05-03 00:19:53,1100079385,248829087,necipk06,ahamitbilici
991831810639302656,991742425734569985,2018-05-03 00:08:25,3323960308,869193235918454786,castel_alejo,offensivemem3s_
991834448877576192,991314489885839360,2018-05-03 00:18:54,2868857680,869193235918454786,goncalo00leao,offensivemem3s_
991837493946470401,991299358388781056,2018-05-03 00:31:00,863105632576180228,956988729402560513,alekosraptis,KinoGabriel1
991840719349297153,991699853523718147,2018-05-03 00:43:49,92460378,15738333,yagizefe,AlonBenMeir
991837250664181760,991644924973125633,2018-05-03 00:30:02,2400684383,1480212992,AygnBahri,EnDegerliBilgi
991841591789678592,991810393034158080,2018-05-03 00:47:17,931706188588339212,214544700,hainavcisi86,bkenes
991840983619850240,991433449704747008,2018-05-03 00:44:52,817578873856659457,847735496633536512,JackInStalk,KurdsCampaign
991842363533242368,991128687805370370,2018-05-03 00:50:21,959114422349369345,958807578133389318,JuanMen74313985,guevovenezolano
991842405467934725,991701817460494336,2018-05-03 00:50:31,914008442364248065,420629175,livingattached,kamilmamann
991843932215504896,991704664403046400,2018-05-03 00:56:35,829833949711052805,954124423,MariannMason2,AmyMek
991844288731516929,991723805092478976,2018-05-03 00:58:00,919622839556337664,704391334128394240,0DGMETHHAZE666,conservmillen
991853151295868930,991852604115357696,2018-05-03 01:33:13,2177097448,327610738,Grizzly_AdamsSC,savagebeast0123
991853948184268800,991719202208690177,2018-05-03 01:36:23,360308302,2596413645,captrgutz,carrieksada
991853973370847233,991853539570868224,2018-05-03 01:36:29,2596413645,591505507,carrieksada,michaelbeatty3
991857081320853504,991843945968644097,2018-05-03 01:48:50,932891839312654336,326003773,marcavarbasten,osimsek_herkul
991863129544966145,991704664403046400,2018-05-03 02:12:52,874808244379766784,954124423,Hindray1,AmyMek
991860625512062976,991719202208690177,2018-05-03 02:02:55,1374607968,2596413645,redcat0827,carrieksada
991865792919625728,991704664403046400,2018-05-03 02:23:27,490794413,954124423,Luv2paint53,AmyMek
991868837963251712,991561969470787584,2018-05-03 02:35:33,818376740053495808,843124666931822592,gencecikihtiyar,CaglayanDergisi
991867323840679937,991791572265193473,2018-05-03 02:29:32,903386195207626752,18118505,asifageeafuq,barenakedislam
991866417879363591,991783242360672256,2018-05-03 02:25:56,985274562744119298,801534913254195200,Soyboys1932,NormanSpear1
991866812135550976,991719202208690177,2018-05-03 02:27:30,775432673439338497,2596413645,KickinBrass1,carrieksada
991872503805968385,990439126540390400,2018-05-03 02:50:07,754894004328787968,954124423,d_fucile,AmyMek
991872356975984641,991704664403046400,2018-05-03 02:49:32,556246733,954124423,MaryShew,AmyMek
991874055685918723,991752334626586624,2018-05-03 02:56:17,3762456856,2596413645,livesimply1971,carrieksada
991876530321084416,985349652831768576,2018-05-03 03:06:07,547524046,869193235918454786,ReddySanjayya,offensivemem3s_
991876568090796032,991875009604812800,2018-05-03 03:06:16,2173508552,897619242,BetFastcom,PinnacleSports
991876144436625408,991704664403046400,2018-05-03 03:04:35,1690876802,954124423,AndreaHazenHome,AmyMek
991879160153952256,991724707799076865,2018-05-03 03:16:34,2525078319,92460378,coba_emi,yagizefe
991880133224157184,991724707799076865,2018-05-03 03:20:26,760544961246801921,92460378,jenniferwhite_9,yagizefe
991884721817780226,991596953149628417,2018-05-03 03:38:40,241659517,963106200,eroldonat,kuheylan_gibi
991887225804615681,991843945968644097,2018-05-03 03:48:37,857317944669466624,326003773,buterfly_can,osimsek_herkul
991887951427653632,991790291114917890,2018-05-03 03:51:30,2879420413,869193235918454786,SurgeKappa,offensivemem3s_
991891348822212609,991491355573653509,2018-05-03 04:05:00,724984265994285056,898224650177662977,inspiringsufi,CANBERK_dr
991895018800529408,991844747386937344,2018-05-03 04:19:35,738153522277945344,31270875,dawg_lb,Mar714
991895052384432128,991751495484919808,2018-05-03 04:19:43,855412122469183488,98996662,DOnderzoeker,LordMolyneaux
991896298096943104,991896243461910528,2018-05-03 04:24:40,526110917,2897665331,mehmetcheliklv,csagir2015
991892439328636928,991808952030711808,2018-05-03 04:09:20,1142312972,440336544,german21168,manuperez2002
991894410626400257,991781703248117761,2018-05-03 04:17:10,580829419,18118505,F22vSu57,barenakedislam
991895492782014465,991692353235836928,2018-05-03 04:21:28,3439451811,972018874014224384,delAlcazar88,lectus399
991897589908983808,991896988026359808,2018-05-03 04:29:48,2290222724,2290222724,genecarter999,genecarter999
991909820528779265,991735077385199616,2018-05-03 05:18:24,767854763211886593,92460378,lu_murt,yagizefe
991910386730401797,991773059492253702,2018-05-03 05:20:39,894945255329497088,723206253296640000,veronikaisotalo,sakirtmen57
991905965963440128,991758497443405826,2018-05-03 05:03:05,944241782501597185,1142312972,briguieuropa,german21168
991913964484399104,991747130967588865,2018-05-03 05:34:52,2565653759,4764985268,tameraslanli9,aklingozu
991912022542503936,991704664403046400,2018-05-03 05:27:09,829206914496094209,954124423,Diamond_Girl00,AmyMek
991911921883398145,991660402244108289,2018-05-03 05:26:45,811487629732519936,287843201,RealistCentral,PoliticalIslam
991915981948645376,991790291114917890,2018-05-03 05:42:53,837856498835283970,869193235918454786,luisgrv12,offensivemem3s_
991918636926414848,991708914029940736,2018-05-03 05:53:26,180131554,326003773,sxh_math,osimsek_herkul
991917898733010944,991314489885839360,2018-05-03 05:50:30,599782570,869193235918454786,MQamarulA,offensivemem3s_
991918221707173888,991766893638946822,2018-05-03 05:51:47,1137779952,280921458,halislevent,ErtugrulGunay
991919370933686274,984469208888045568,2018-05-03 05:56:21,980747573077135360,2695922588,KerwinEastwood,ssqguqgtsau4
991920180442927105,991902246777405440,2018-05-03 05:59:34,829611235,1142312972,GlaurungM,german21168
