id,url,host
991686033669488640,https://twitter.com/i/web/status/991686033669488640,twitter.com
991691846731649025,https://twitter.com/i/web/status/991691846731649025,twitter.com
991102360733745157,https://twitter.com/i/web/status/991102360733745157,twitter.com
991694254278959104,http://www.samanyoluhaber.com/aym-cezaevinde-kitap-yasagini-hukuka-aykiri-buldu-haberi/1305645/,www.samanyoluhaber.com
991476607251460096,https://twitter.com/i/web/status/991476607251460096,twitter.com
991512017667174400,https://twitter.com/i/web/status/991512017667174400,twitter.com
991699086108577792,https://twitter.com/carrieksada/status/991512017667174400,twitter.com
991646124489498624,https://twitter.com/i/web/status/991646124489498624,twitter.com
991649165460541442,https://twitter.com/i/web/status/991649165460541442,twitter.com
991553694788476928,https://twitter.com/i/web/status/991553694788476928,twitter.com
991640533771534337,https://twitter.com/i/web/status/991640533771534337,twitter.com
991431912953733121,https://twitter.com/stargazete/status/991431323716857857,twitter.com
991705917476474881,https://twitter.com/i/web/status/991705917476474881,twitter.com
991521489731182592,http://www.diken.com.tr/chp-iyi-parti-saadet-ve-dp-anlasti-muhalefetten-demokrasi-ittifaki/,www.diken.com.tr
991698032214396928,https://twitter.com/i/web/status/991698032214396928,twitter.com
991472697313054722,https://twitter.com/i/web/status/991472697313054722,twitter.com
991712260560244736,https://twitter.com/reallyo10/status/991472697313054722,twitter.com
990386281288028160,https://twitter.com/i/web/status/990386281288028160,twitter.com
991707064283156480,https://twitter.com/i/web/status/991707064283156480,twitter.com
991570087474745344,https://twitter.com/i/web/status/991570087474745344,twitter.com
991644298209906688,https://twitter.com/i/web/status/991644298209906688,twitter.com
991352772527296512,http://hizmetnews.com/24325/netherlands-fires-a-lawyer-from-govt-job-due-to-her-role-in-witch-hunt-against-gulen-followers/#.WuiUzkDKKKw.twitter,hizmetnews.com
991652159614865409,https://twitter.com/i/web/status/991652159614865409,twitter.com
991707038072717313,https://twitter.com/i/web/status/991707038072717313,twitter.com
991724352595996672,https://twitter.com/i/web/status/991724352595996672,twitter.com
991358988536119296,https://twitter.com/i/web/status/991358988536119296,twitter.com
991693417624334342,https://twitter.com/i/web/status/991693417624334342,twitter.com
991723996054937601,https://twitter.com/i/web/status/991723996054937601,twitter.com
991725587860459520,https://twitter.com/i/web/status/991725587860459520,twitter.com
991689003408740352,https://twitter.com/i/web/status/991689003408740352,twitter.com
988146901173329921,https://twitter.com/i/web/status/988146901173329921,twitter.com
991710689717817346,https://twitter.com/i/web/status/991710689717817346,twitter.com
991737676507250693,https://twitter.com/i/web/status/991737676507250693,twitter.com
